final.contigs:
avg=993.079 
302	89
366	66
442	45
490	45
697	13
705	29
304	89
990	13
811	12
634	30
930	20
248	89
736	32
333	88
414	59
478	45
1528	7
700	25
377	60
293	103
605	38
651	29
1040	15
1489	13
2087	5
673	23
832	12
2160	10
263	96
981	15
1651	8
363	59
1624	14
1205	11
2035	6
663	26
320	80
3185	2
2443	4
485	51
723	27
288	84
2353	4
1095	9
1090	9
1011	15
589	26
1317	18
572	37
991	22
2293	3
1794	12
403	58
336	72
994	12
1605	15
2808	5
730	32
599	28
244	111
259	88
1119	13
953	11
308	109
801	16
1099	20
370	74
579	32
251	108
483	36
693	16
399	39
284	91
1496	11
393	68
848	20
343	81
1113	9
283	110
794	23
476	48
1509	13
3630	1
369	63
1922	10
1165	13
3035	3
3350	1
385	73
298	85
763	17
1454	9
540	33
594	23
1132	19
752	27
1036	19
318	90
532	34
412	57
294	101
2556	3
303	81
2483	3
2729	4
226	10
616	28
2582	2
468	46
1574	10
497	45
851	14
384	66
578	40
501	32
270	87
2358	6
2336	5
748	23
695	32
252	111
309	77
2752	6
455	59
1106	16
2635	3
311	95
451	51
3442	2
899	15
2381	6
2647	3
2136	3
421	47
260	100
297	86
1079	15
681	22
438	48
1818	6
1537	14
4282	1
401	67
1068	11
1308	11
274	90
1936	4
2572	5
795	20
938	19
250	104
1243	14
585	28
1223	19
1631	16
544	41
323	95
939	22
1728	4
2624	8
1316	12
1069	15
2200	2
2672	2
674	42
335	76
2276	6
379	72
375	79
460	47
257	97
1066	12
503	31
272	111
2108	8
974	11
565	32
506	37
388	67
3196	2
452	38
2303	7
301	83
2680	3
1325	11
573	28
1915	7
1629	11
524	40
330	79
531	39
978	17
1719	9
2847	5
1018	14
813	14
461	40
716	22
1411	12
316	88
2430	3
728	26
329	85
1989	6
624	30
701	28
2868	2
1615	7
350	68
2683	3
1190	17
353	70
708	19
342	73
819	20
869	29
2560	3
299	69
3077	3
574	31
915	15
1609	10
2854	3
321	89
279	95
1424	9
2971	2
480	33
367	56
538	34
7295	1
354	64
380	68
4124	2
261	112
783	25
977	25
964	16
528	33
467	39
598	30
1785	9
2116	7
691	17
1644	19
2204	5
405	51
1927	9
1028	8
2964	3
341	71
2862	4
698	24
1012	9
1337	9
803	15
849	15
206	7
635	26
1903	5
1721	9
887	17
1017	19
1129	13
1628	7
356	87
262	99
413	52
551	33
361	83
650	28
3074	1
383	70
432	45
287	99
337	98
378	62
817	17
305	81
374	64
1471	7
1046	12
392	56
1638	5
1606	8
267	83
1261	9
945	23
348	86
1716	9
1405	14
1015	13
1353	12
3088	1
3353	2
1270	16
462	46
285	90
1531	9
943	16
1475	5
582	25
911	13
486	41
959	17
740	16
1026	19
1707	11
946	11
779	13
571	27
1431	14
243	110
1356	8
548	31
3524	1
1621	7
1094	15
612	24
328	79
2097	7
2238	4
771	12
2657	2
1093	11
793	11
390	54
1292	13
556	30
645	33
418	61
1950	10
2740	4
516	29
1732	6
725	17
1855	8
1722	8
529	42
1487	15
344	63
608	23
998	17
1109	17
255	112
952	22
1514	8
357	72
319	80
4698	1
463	55
929	15
474	42
213	13
1378	6
278	97
454	45
281	99
1649	11
2220	6
1417	10
2301	1
2354	6
2660	3
1173	15
2020	5
395	60
1464	6
1157	17
445	40
3023	2
720	28
667	33
1502	13
743	19
508	34
1505	13
498	36
1393	10
620	36
300	82
2498	2
863	20
807	26
422	64
355	73
818	21
360	65
696	32
775	19
273	91
1652	7
247	105
1302	14
1848	5
2521	2
236	18
1112	13
407	54
2009	6
3934	1
3411	2
435	37
3079	3
1681	9
1853	14
1703	7
1543	7
1775	6
595	24
1239	13
954	13
1598	6
464	47
753	24
3333	5
507	41
246	117
512	38
2213	6
4708	1
1146	14
808	17
1476	15
1650	12
1601	8
492	35
472	42
2945	1
1607	13
2670	4
381	60
1408	13
537	31
824	16
253	120
539	41
332	83
3083	1
347	79
444	47
2512	3
515	29
482	45
2525	4
2256	11
2056	6
1377	11
1995	11
738	23
568	25
1232	17
470	44
1295	15
1904	6
1670	10
3338	2
1870	9
258	89
843	22
398	54
487	29
1100	24
2314	5
3977	2
1826	8
1698	18
770	20
513	41
1602	12
820	13
276	95
1237	16
2404	2
1889	14
1577	11
359	70
4286	1
1612	9
1287	15
358	73
3280	4
1125	13
1138	9
2412	7
396	45
502	36
1585	4
769	16
2090	7
907	14
473	45
809	17
2482	4
2313	5
955	12
2127	4
1603	8
322	85
2816	1
766	16
268	98
3235	2
286	92
1520	11
2967	2
1078	12
1435	12
850	20
825	14
324	99
509	42
1822	4
1877	6
1984	4
339	81
2956	1
3743	2
345	86
290	83
1347	9
1575	5
338	79
660	27
641	25
1750	11
1350	14
1800	6
1185	20
950	12
731	29
4837	1
1805	13
928	14
1137	13
1048	11
773	24
2507	6
550	24
1413	9
275	92
828	16
1262	15
312	85
484	36
963	24
800	13
494	31
2005	8
569	18
726	17
2372	5
722	32
3392	2
845	15
1230	8
327	90
1008	14
266	97
511	37
611	24
3675	2
1010	18
652	31
934	14
352	71
1318	9
409	57
2367	5
555	46
925	15
1667	12
1749	10
1547	13
406	52
1107	15
346	73
4681	1
642	25
768	22
479	34
983	20
3249	4
325	82
1741	6
919	21
904	21
296	85
1045	12
271	83
836	20
897	11
1177	13
264	83
1887	5
2047	6
1530	10
2606	7
4629	1
277	89
491	37
1942	6
679	17
1997	6
365	66
2717	5
481	42
1076	13
2895	3
1313	13
1572	7
865	25
1367	9
588	24
715	21
1404	10
1690	10
349	76
1946	7
1105	13
1331	14
1365	7
420	54
1872	12
436	54
4336	2
933	14
3698	1
2745	4
1290	5
662	25
735	20
2676	7
922	14
495	44
2390	7
629	30
1689	11
893	14
310	92
552	31
2030	5
2962	4
2072	6
690	22
880	23
581	28
269	74
1421	11
656	32
429	60
2426	5
1314	15
1571	7
859	15
1669	9
441	40
1271	9
1425	9
1083	15
1002	18
1507	9
718	26
317	81
654	30
1101	10
2355	8
1673	9
376	68
1166	9
936	16
1923	7
1014	20
351	73
1206	20
1546	8
622	31
970	13
980	12
829	19
1439	5
220	16
434	42
2274	8
1803	6
514	39
840	20
3555	2
921	13
982	12
2057	6
1005	9
1799	12
364	82
500	37
428	46
602	31
433	61
1645	10
314	81
431	53
1392	9
1810	9
2806	4
1394	9
256	92
1339	7
855	16
638	24
1260	9
2262	6
2518	5
2436	5
245	111
295	89
630	23
3822	3
1825	7
835	10
8392	1
1307	13
3783	1
291	73
1037	15
1761	8
1386	13
761	18
2235	5
871	15
2852	9
1560	7
510	43
739	19
547	28
7703	1
3462	3
703	27
3091	4
238	16
1912	8
2180	8
417	49
3120	1
2444	6
2055	4
1082	14
1248	13
1696	7
505	36
1124	17
1354	12
1517	6
1784	6
797	20
416	58
2897	2
545	41
958	27
289	84
2340	10
570	33
789	21
1884	5
2229	4
307	87
1862	9
334	86
1420	7
854	19
1486	10
3182	3
910	20
671	29
683	17
2134	5
633	22
1384	11
1043	16
712	19
1701	11
3477	1
872	20
521	39
3236	6
2787	3
625	25
1748	13
254	113
371	66
2333	7
2440	1
687	19
4903	3
205	10
858	12
1709	10
1418	10
5319	2
1713	9
2689	2
443	35
1321	16
961	20
9025	1
517	41
419	46
609	24
833	24
1280	8
3452	1
2612	8
2463	2
1186	11
2448	1
488	35
2711	2
857	31
1582	9
627	28
2126	5
714	16
3038	1
1738	13
1202	17
2587	5
575	34
458	55
2150	3
1866	10
1549	10
2532	6
962	21
397	67
1934	8
382	60
6080	1
1465	15
3355	2
424	51
903	14
756	21
1856	7
1452	11
1524	9
580	32
1154	17
2066	7
1430	12
1150	15
1389	8
3294	2
1168	9
1468	11
941	10
5777	1
2578	4
1832	4
948	15
3003	3
3532	3
755	22
280	81
504	40
2129	5
940	22
1437	6
222	8
881	15
554	32
989	20
3796	3
4450	1
614	25
5967	1
2338	5
1519	11
2865	1
741	23
646	15
1663	17
1593	10
496	46
3176	2
1022	14
567	34
676	28
591	30
1341	5
606	26
877	18
5245	1
1327	10
1301	13
3861	2
790	18
566	31
2143	6
1117	10
471	43
1858	8
1956	7
882	17
1361	11
4203	2
2812	3
686	23
747	17
1635	7
2165	5
920	11
