final.contigs:
avg=930.953 
282	117
334	87
344	82
483	54
626	27
248	169
497	52
366	82
462	61
451	52
776	33
543	53
337	117
228	10
474	52
471	58
568	28
259	134
310	134
453	42
468	65
1087	18
747	30
1110	20
387	77
347	95
1315	13
905	29
653	31
1076	16
265	137
473	68
577	31
437	62
716	26
1003	18
715	23
1594	12
288	129
311	130
321	119
688	27
625	36
253	158
1736	10
592	32
1467	6
2833	6
1637	12
530	47
385	76
314	105
211	11
851	21
456	64
511	62
4338	1
2488	1
409	73
2368	11
1368	13
279	132
973	19
249	150
269	136
313	131
276	114
628	26
329	112
475	56
380	78
252	141
2070	7
350	96
927	14
359	82
301	118
1524	8
379	77
3070	4
351	104
4757	1
2093	6
3587	3
3057	2
1667	11
1093	11
244	166
675	20
322	120
734	21
246	170
594	33
1164	13
274	146
1434	14
362	89
814	26
847	20
610	31
913	20
794	22
2228	4
1226	17
694	40
551	41
405	64
336	96
4178	1
294	109
1053	24
1128	14
3085	2
254	173
476	42
289	127
485	55
2310	2
1391	8
526	36
888	15
384	88
238	17
404	59
392	69
401	69
2049	11
1345	10
1141	24
229	17
372	77
1723	9
493	50
426	66
513	50
1261	9
295	113
260	148
243	147
583	27
542	33
494	42
1628	7
299	93
752	33
250	151
1765	7
507	52
771	20
1289	9
2525	8
1063	21
995	12
732	25
1361	11
312	134
1687	12
376	83
263	138
377	65
441	54
315	108
365	81
1652	6
1031	19
671	38
309	122
266	131
758	28
247	154
1252	12
789	19
429	70
563	37
2527	5
591	31
994	14
438	56
678	28
1302	17
2268	8
2923	4
835	14
621	28
711	25
527	40
1506	9
853	22
1069	13
1440	15
420	57
1407	17
662	28
270	135
257	146
1569	7
341	79
498	47
323	114
335	115
464	56
2235	4
2814	6
352	80
284	126
472	46
509	45
823	29
308	140
255	148
650	27
2867	4
1929	9
458	60
357	71
1745	9
232	15
684	38
529	54
477	60
431	56
281	140
1565	8
544	49
535	41
587	39
1176	15
1059	14
393	83
1629	10
400	77
4394	2
2384	7
3537	3
518	46
796	23
1130	17
332	111
677	37
1089	21
613	28
355	91
1369	18
1264	11
469	60
756	16
948	18
1512	8
3116	5
488	45
398	75
1301	11
360	87
1450	14
2144	7
277	129
330	104
575	36
1632	18
307	114
834	17
3653	1
1057	13
378	89
481	56
566	40
1197	11
386	79
656	35
262	135
2764	4
370	80
539	44
1663	16
725	29
1557	5
2039	8
430	68
272	141
275	124
1534	13
251	156
635	27
407	71
660	34
1241	10
1531	10
3814	1
1443	7
506	47
780	21
574	32
531	52
368	101
541	45
316	138
1060	20
363	65
822	20
1116	17
1317	21
317	116
304	113
1442	7
1419	11
327	115
598	35
1941	6
381	74
293	113
788	19
533	49
2427	7
325	112
287	138
500	47
261	161
340	127
496	50
300	102
1099	20
291	109
706	28
435	58
463	65
419	64
1768	7
555	48
1840	8
1284	9
1949	13
2092	3
1041	13
280	100
842	31
1958	8
546	51
2030	9
1144	18
1354	19
2741	3
2586	4
417	67
371	87
427	47
1325	15
1860	4
926	13
268	127
271	117
1561	12
1082	13
827	31
743	21
4903	1
1231	15
1204	15
720	22
783	33
2204	4
820	13
1085	16
571	34
2220	5
664	37
1029	22
286	124
455	57
520	38
829	31
285	138
1707	16
754	22
1424	7
1625	13
2511	6
1912	13
2152	3
737	21
676	23
1815	6
1919	7
349	105
290	104
841	22
1421	12
3617	2
2600	4
1320	17
339	111
646	27
532	41
1020	17
283	123
1608	11
1581	10
1142	9
3115	2
2748	5
467	51
778	21
983	25
354	87
1631	14
492	45
1498	16
1247	16
2494	5
383	77
408	78
629	33
422	69
1426	11
267	123
412	61
331	123
862	21
663	30
446	60
817	20
659	34
2025	9
3175	3
1545	13
859	15
1025	19
3096	2
227	10
440	66
406	74
8190	1
245	172
1578	12
825	12
781	23
1165	13
1036	15
559	50
1225	12
292	104
1810	13
1513	5
2354	6
278	131
2188	4
7520	1
691	20
233	8
478	62
2101	5
2468	3
1869	9
919	17
601	34
658	34
448	61
1858	9
487	40
410	55
1120	12
1571	9
1454	9
394	79
1298	10
489	55
1066	16
397	82
517	53
414	75
318	125
1324	8
921	16
454	60
516	50
6284	1
296	113
609	32
898	15
638	25
873	15
2679	5
3041	1
1296	14
320	100
3324	4
1453	9
1270	13
1783	7
